sceneName,s1_start,s1_end,s1_url,cs2_path,cs2_time_min,cs2_time_max,num_matched_points
S1A_EW_GRDM_1SDH_20230516T123355_20230516T123459_048559_05D73B_6EBD,2023-05-16 12:33:55,2023-05-16 12:34:59,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230516T123355_20230516T123459_048559_05D73B_6EBD.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230516T133110_20230516T133535_E001.nc,2023-05-16 13:34:25.964417024,2023-05-16 13:35:13.983595008,54
S1A_EW_GRDM_1SDH_20230514T143001_20230514T143101_048531_05D66A_8987,2023-05-14 14:30:01,2023-05-14 14:31:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230514T143001_20230514T143101_048531_05D66A_8987.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230514T151203_20230514T151554_E001.nc,2023-05-14 15:14:55.492580096,2023-05-14 15:15:38.115387008,48
S1A_EW_GRDM_1SDH_20230514T142857_20230514T143001_048531_05D66A_E426,2023-05-14 14:28:57,2023-05-14 14:30:01,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230514T142857_20230514T143001_048531_05D66A_E426.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230514T151203_20230514T151554_E001.nc,2023-05-14 15:15:39.022407040,2023-05-14 15:16:29.823006080,57
S1A_EW_GRDM_1SDH_20230514T125116_20230514T125216_048530_05D664_EE63,2023-05-14 12:51:16,2023-05-14 12:52:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230514T125116_20230514T125216_048530_05D664_EE63.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230514T133303_20230514T133628_E001.nc,2023-05-14 13:35:41.853804032,2023-05-14 13:36:23.543852032,47
S1A_EW_GRDM_1SDH_20230514T125012_20230514T125116_048530_05D664_C3B1,2023-05-14 12:50:12,2023-05-14 12:51:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230514T125012_20230514T125116_048530_05D664_C3B1.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230514T133628_20230514T133731_E001.nc,2023-05-14 13:37:04.921937920,2023-05-14 13:37:34.838114944,34
S1A_EW_GRDM_1SDH_20230514T125012_20230514T125116_048530_05D664_C3B1,2023-05-14 12:50:12,2023-05-14 12:51:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230514T125012_20230514T125116_048530_05D664_C3B1.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230514T133303_20230514T133628_E001.nc,2023-05-14 13:36:24.449442048,2023-05-14 13:37:04.300920960,45
S1A_EW_GRDM_1SDH_20230513T134851_20230513T134951_048516_05D5F7_B59C,2023-05-13 13:48:51,2023-05-13 13:49:51,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230513T134851_20230513T134951_048516_05D5F7_B59C.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230513T142237_20230513T142738_E001.nc,2023-05-13 14:26:31.963926016,2023-05-13 14:26:54.635625984,26
S1A_EW_GRDM_1SDH_20230513T134747_20230513T134851_048516_05D5F7_5F62,2023-05-13 13:47:47,2023-05-13 13:48:51,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230513T134747_20230513T134851_048516_05D5F7_5F62.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230513T142237_20230513T142738_E001.nc,2023-05-13 14:26:55.542862080,2023-05-13 14:28:14.473041024,88
S1A_EW_GRDM_1SDH_20230513T120920_20230513T121025_048515_05D5F1_6D07,2023-05-13 12:09:20,2023-05-13 12:10:25,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230513T120920_20230513T121025_048515_05D5F1_6D07.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230513T124650_20230513T124905_E001.nc,2023-05-13 12:47:27.302621056,2023-05-13 12:48:35.291060992,76
S1A_EW_GRDM_1SDH_20230512T144626_20230512T144726_048502_05D595_1FAB,2023-05-12 14:46:26,2023-05-12 14:47:26,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230512T144626_20230512T144726_048502_05D595_1FAB.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230512T151358_20230512T151750_E001.nc,2023-05-12 15:17:22.828489984,2023-05-12 15:17:25.550706944,4
S1A_EW_GRDM_1SDH_20230512T144522_20230512T144626_048502_05D595_F1C3,2023-05-12 14:45:22,2023-05-12 14:46:26,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230512T144522_20230512T144626_048502_05D595_F1C3.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230512T151358_20230512T151750_E001.nc,2023-05-12 15:17:26.458124032,2023-05-12 15:18:26.358369024,67
S1A_EW_GRDM_1SDH_20230512T130640_20230512T130745_048501_05D58E_27EF,2023-05-12 13:06:40,2023-05-12 13:07:45,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230512T130640_20230512T130745_048501_05D58E_27EF.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230512T133357_20230512T133927_E001.nc,2023-05-12 13:38:09.352403072,2023-05-12 13:39:26.405208960,86
S1A_EW_GRDM_1SDH_20230511T154300_20230511T154355_048488_05D525_8B6C,2023-05-11 15:43:00,2023-05-11 15:43:55,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230511T154300_20230511T154355_048488_05D525_8B6C.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230511T160219_20230511T160758_E001.nc,2023-05-11 16:08:09.729124992,2023-05-11 16:08:35.142427008,29
S1A_EW_GRDM_1SDH_20230511T140416_20230511T140520_048487_05D51C_668D,2023-05-11 14:04:16,2023-05-11 14:05:20,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230511T140416_20230511T140520_048487_05D51C_668D.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230511T142426_20230511T142935_E001.nc,2023-05-11 14:28:52.739158016,2023-05-11 14:29:57.157858944,72
S1A_EW_GRDM_1SDH_20230511T122549_20230511T122643_048486_05D513_92E9,2023-05-11 12:25:49,2023-05-11 12:26:43,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230511T122549_20230511T122643_048486_05D513_92E9.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230511T124845_20230511T125100_E001.nc,2023-05-11 12:49:39.659622016,2023-05-11 12:50:19.567788032,45
S1A_IW_GRDH_1SDH_20230511T122526_20230511T122543_048486_05D512_2A4D,2023-05-11 12:25:26,2023-05-11 12:25:43,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230511T122526_20230511T122543_048486_05D512_2A4D.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230511T124845_20230511T125100_E001.nc,2023-05-11 12:50:29.554855040,2023-05-11 12:50:51.312164992,25
S1A_IW_GRDH_1SDH_20230511T122457_20230511T122526_048486_05D512_EF54,2023-05-11 12:24:57,2023-05-11 12:25:26,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230511T122457_20230511T122526_048486_05D512_EF54.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230511T124845_20230511T125100_E001.nc,2023-05-11 12:50:52.219938944,2023-05-11 12:51:10.339095936,21
S1A_EW_GRDM_1SDH_20230510T150151_20230510T150300_048473_05D4B9_6DA2,2023-05-10 15:01:51,2023-05-10 15:03:00,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230510T150151_20230510T150300_048473_05D4B9_6DA2.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230510T151554_20230510T151945_E001.nc,2023-05-10 15:19:37.535554048,2023-05-10 15:20:22.027451008,50
S1A_EW_GRDM_1SDH_20230510T132306_20230510T132342_048472_05D4B2_8302,2023-05-10 13:23:06,2023-05-10 13:23:42,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230510T132306_20230510T132342_048472_05D4B2_8302.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230510T133912_20230510T134122_E001.nc,2023-05-10 13:40:29.730427008,2023-05-10 13:41:14.159139968,50
S1A_EW_GRDM_1SDH_20230510T114559_20230510T114708_048471_05D4A9_BA4C,2023-05-10 11:45:59,2023-05-10 11:47:08,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230510T114559_20230510T114708_048471_05D4A9_BA4C.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230510T133546_20230510T133857_E001.nc,2023-05-10 13:38:40.799576960,2023-05-10 13:39:33.409752064,59
S1A_EW_GRDM_1SDH_20230509T142246_20230509T142346_048458_05D43B_1B1A,2023-05-09 14:22:46,2023-05-09 14:23:46,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230509T142246_20230509T142346_048458_05D43B_1B1A.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230509T160600_20230509T160955_E001.nc,2023-05-09 16:08:08.196913024,2023-05-09 16:09:12.591480064,72
S1A_EW_GRDM_1SDH_20230509T142146_20230509T142246_048458_05D43B_E91D,2023-05-09 14:21:46,2023-05-09 14:22:46,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230509T142146_20230509T142246_048458_05D43B_E91D.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230509T160600_20230509T160955_E001.nc,2023-05-09 16:09:13.498770944,2023-05-09 16:09:53.427660032,45
S1A_EW_GRDM_1SDH_20230509T142041_20230509T142146_048458_05D43B_C47B,2023-05-09 14:20:41,2023-05-09 14:21:46,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230509T142041_20230509T142146_048458_05D43B_C47B.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230509T142618_20230509T143132_E001.nc,2023-05-09 14:31:07.560183040,2023-05-09 14:31:45.652392064,43
S1A_IW_GRDH_1SDH_20230509T124331_20230509T124356_048457_05D434_D297,2023-05-09 12:43:31,2023-05-09 12:43:56,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230509T124331_20230509T124356_048457_05D434_D297.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230509T142618_20230509T143132_E001.nc,2023-05-09 14:30:04.935255040,2023-05-09 14:30:32.158936064,31
S1A_IW_GRDH_1SDH_20230509T124306_20230509T124331_048457_05D434_E02D,2023-05-09 12:43:06,2023-05-09 12:43:31,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230509T124306_20230509T124331_048457_05D434_E02D.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230509T142618_20230509T143132_E001.nc,2023-05-09 14:30:33.066184064,2023-05-09 14:30:34.880592896,3
S1A_IW_GRDH_1SDH_20230509T124151_20230509T124216_048457_05D434_88E6,2023-05-09 12:41:51,2023-05-09 12:42:16,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230509T124151_20230509T124216_048457_05D434_88E6.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230509T125040_20230509T125255_E001.nc,2023-05-09 12:52:26.769564032,2023-05-09 12:52:42.184797056,18
S1A_IW_GRDH_1SDH_20230509T124121_20230509T124151_048457_05D434_BE40,2023-05-09 12:41:21,2023-05-09 12:41:51,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230509T124121_20230509T124151_048457_05D434_BE40.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230509T125040_20230509T125255_E001.nc,2023-05-09 12:52:43.092178944,2023-05-09 12:53:19.391878016,41
S1A_EW_GRDM_1SDH_20230508T151817_20230508T151921_048444_05D3D1_D2D6,2023-05-08 15:18:17,2023-05-08 15:19:21,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230508T151817_20230508T151921_048444_05D3D1_D2D6.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230508T151749_20230508T152141_E001.nc,2023-05-08 15:21:51.533810048,2023-05-08 15:22:16.970036992,29
S1A_EW_GRDM_1SDH_20230508T120222_20230508T120248_048442_05D3BD_4BFF,2023-05-08 12:02:22,2023-05-08 12:02:48,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230508T120222_20230508T120248_048442_05D3BD_4BFF.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230508T134107_20230508T134318_E001.nc,2023-05-08 13:41:43.869073024,2023-05-08 13:41:47.501358976,5
S1A_EW_GRDM_1SDH_20230508T120117_20230508T120222_048442_05D3BD_0DE4,2023-05-08 12:01:17,2023-05-08 12:02:22,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230508T120117_20230508T120222_048442_05D3BD_0DE4.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230508T134107_20230508T134318_E001.nc,2023-05-08 13:41:48.409448064,2023-05-08 13:42:22.000059904,38
S1A_EW_GRDM_1SDH_20230507T143815_20230507T143915_048429_05D34C_8FEE,2023-05-07 14:38:15,2023-05-07 14:39:15,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230507T143815_20230507T143915_048429_05D34C_8FEE.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230507T160817_20230507T161152_E001.nc,2023-05-07 16:10:58.667724032,2023-05-07 16:12:05.854076928,75
S1A_EW_GRDM_1SDH_20230507T143710_20230507T143815_048429_05D34C_4391,2023-05-07 14:37:10,2023-05-07 14:38:15,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230507T143710_20230507T143815_048429_05D34C_4391.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230507T142816_20230507T143328_E001.nc,2023-05-07 14:33:22.907507968,2023-05-07 14:33:29.252075008,8
S1A_EW_GRDM_1SDH_20230507T143710_20230507T143815_048429_05D34C_4391,2023-05-07 14:37:10,2023-05-07 14:38:15,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230507T143710_20230507T143815_048429_05D34C_4391.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230507T160817_20230507T161152_E001.nc,2023-05-07 16:12:06.762418944,2023-05-07 16:12:27.656070912,24
S1A_IW_GRDH_1SDH_20230507T130012_20230507T130036_048428_05D341_F499,2023-05-07 13:00:12,2023-05-07 13:00:36,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230507T130012_20230507T130036_048428_05D341_F499.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230507T142816_20230507T143328_E001.nc,2023-05-07 14:31:49.411265920,2023-05-07 14:32:04.840051968,18
S1A_IW_GRDH_1SDH_20230507T125947_20230507T130011_048428_05D341_DB89,2023-05-07 12:59:47,2023-05-07 13:00:11,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230507T125947_20230507T130011_048428_05D341_DB89.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230507T142816_20230507T143328_E001.nc,2023-05-07 14:32:05.747588992,2023-05-07 14:32:32.986893952,31
S1A_IW_GRDH_1SDH_20230507T125921_20230507T125946_048428_05D341_93B2,2023-05-07 12:59:21,2023-05-07 12:59:46,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230507T125921_20230507T125946_048428_05D341_93B2.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230507T142816_20230507T143328_E001.nc,2023-05-07 14:32:33.895017088,2023-05-07 14:33:01.142171008,31
S1A_IW_GRDH_1SDH_20230507T125857_20230507T125921_048428_05D341_0377,2023-05-07 12:58:57,2023-05-07 12:59:21,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230507T125857_20230507T125921_048428_05D341_0377.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230507T142816_20230507T143328_E001.nc,2023-05-07 14:33:02.048941056,2023-05-07 14:33:10.208279040,10
S1A_IW_GRDH_1SDH_20230507T125802_20230507T125831_048428_05D341_AC6A,2023-05-07 12:58:02,2023-05-07 12:58:31,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230507T125802_20230507T125831_048428_05D341_AC6A.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230507T125234_20230507T125450_E001.nc,2023-05-07 12:54:36.371655936,2023-05-07 12:54:50.891713920,17
S1A_EW_GRDM_1SDH_20230506T153550_20230506T153650_048415_05D2D6_3745,2023-05-06 15:35:50,2023-05-06 15:36:50,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230506T153550_20230506T153650_048415_05D2D6_3745.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230506T165106_20230506T170123_E001.nc,2023-05-06 17:01:30.505630080,2023-05-06 17:01:59.559358976,33
S1A_IW_GRDH_1SDH_20230506T135736_20230506T135801_048414_05D2CC_1A3E,2023-05-06 13:57:36,2023-05-06 13:58:01,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230506T135736_20230506T135801_048414_05D2CC_1A3E.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230506T151944_20230506T152337_E001.nc,2023-05-06 15:22:44.793822080,2023-05-06 15:22:48.426193024,5
S1A_IW_GRDH_1SDH_20230506T135711_20230506T135736_048414_05D2CC_F29A,2023-05-06 13:57:11,2023-05-06 13:57:36,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230506T135711_20230506T135736_048414_05D2CC_F29A.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230506T151944_20230506T152337_E001.nc,2023-05-06 15:22:49.334193024,2023-05-06 15:23:16.581174912,31
S1A_IW_GRDH_1SDH_20230506T135646_20230506T135711_048414_05D2CC_B6F0,2023-05-06 13:56:46,2023-05-06 13:57:11,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230506T135646_20230506T135711_048414_05D2CC_B6F0.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230506T151944_20230506T152337_E001.nc,2023-05-06 15:23:17.489671936,2023-05-06 15:23:45.652432000,32
S1A_IW_GRDH_1SDH_20230506T135621_20230506T135646_048414_05D2CC_724C,2023-05-06 13:56:21,2023-05-06 13:56:46,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230506T135621_20230506T135646_048414_05D2CC_724C.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230506T151944_20230506T152337_E001.nc,2023-05-06 15:23:46.561041024,2023-05-06 15:24:00.191902976,16
S1A_IW_GRDH_1SDH_20230506T135527_20230506T135556_048414_05D2CC_E029,2023-05-06 13:55:27,2023-05-06 13:55:56,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230506T135527_20230506T135556_048414_05D2CC_E029.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230506T134301_20230506T134513_E001.nc,2023-05-06 13:45:16.446503936,2023-05-06 13:45:37.340525952,24
S1A_EW_GRDM_1SDH_20230506T121836_20230506T121936_048413_05D2C4_8227,2023-05-06 12:18:36,2023-05-06 12:19:36,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230506T121836_20230506T121936_048413_05D2C4_8227.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230506T134301_20230506T134513_E001.nc,2023-05-06 13:43:38.431048064,2023-05-06 13:43:50.239997056,14
S1A_EW_GRDM_1SDH_20230506T121731_20230506T121836_048413_05D2C4_2D0C,2023-05-06 12:17:31,2023-05-06 12:18:36,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230506T121731_20230506T121836_048413_05D2C4_2D0C.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230506T134301_20230506T134513_E001.nc,2023-05-06 13:43:51.148435968,2023-05-06 13:44:51.037181952,67
S1A_IW_GRDH_1SDH_20230505T145438_20230505T145503_048400_05D262_6719,2023-05-05 14:54:38,2023-05-05 14:55:03,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230505T145438_20230505T145503_048400_05D262_6719.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230505T161008_20230505T161348_E001.nc,2023-05-05 16:13:36.904028032,2023-05-05 16:13:57.800328064,24
S1A_IW_GRDH_1SDH_20230505T145409_20230505T145438_048400_05D262_A692,2023-05-05 14:54:09,2023-05-05 14:54:38,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230505T145409_20230505T145438_048400_05D262_A692.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230505T161008_20230505T161348_E001.nc,2023-05-05 16:13:58.708873984,2023-05-05 16:14:25.061675008,30
S1A_IW_GRDH_1SDH_20230505T131556_20230505T131621_048399_05D259_4C25,2023-05-05 13:15:56,2023-05-05 13:16:21,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230505T131556_20230505T131621_048399_05D259_4C25.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230505T143013_20230505T143525_E001.nc,2023-05-05 14:34:23.865556992,2023-05-05 14:34:40.215425024,19
S1A_IW_GRDH_1SDH_20230505T131527_20230505T131556_048399_05D259_3AEC,2023-05-05 13:15:27,2023-05-05 13:15:56,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230505T131527_20230505T131556_048399_05D259_3AEC.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230505T143013_20230505T143525_E001.nc,2023-05-05 14:34:41.124148992,2023-05-05 14:35:13.812162944,37
S1A_IW_GRDH_1SDH_20230505T113633_20230505T113658_048398_05D250_CC83,2023-05-05 11:36:33,2023-05-05 11:36:58,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230505T113633_20230505T113658_048398_05D250_CC83.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230505T125428_20230505T125645_E001.nc,2023-05-05 12:55:41.698029056,2023-05-05 12:56:10.765287936,33
S1A_IW_GRDH_1SDH_20230505T113608_20230505T113633_048398_05D250_A785,2023-05-05 11:36:08,2023-05-05 11:36:33,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230505T113608_20230505T113633_048398_05D250_A785.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230505T125428_20230505T125645_E001.nc,2023-05-05 12:56:11.673696000,2023-05-05 12:56:20.760593024,11
S1A_EW_GRDM_1SDH_20230504T155216_20230504T155316_048386_05D1DE_B2B0,2023-05-04 15:52:16,2023-05-04 15:53:16,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230504T155216_20230504T155316_048386_05D1DE_B2B0.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230504T165305_20230504T170328_E001.nc,2023-05-04 17:03:47.491467904,2023-05-04 17:04:04.749425024,20
S1A_IW_GRDH_1SDH_20230504T141313_20230504T141338_048385_05D1D4_71ED,2023-05-04 14:13:13,2023-05-04 14:13:38,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230504T141313_20230504T141338_048385_05D1D4_71ED.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230504T152140_20230504T152532_E001.nc,2023-05-04 15:25:12.893166976,2023-05-04 15:25:33.794116992,24
S1A_IW_GRDH_1SDH_20230504T141244_20230504T141313_048385_05D1D4_856F,2023-05-04 14:12:44,2023-05-04 14:13:13,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDH_20230504T141244_20230504T141313_048385_05D1D4_856F.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230504T152140_20230504T152532_E001.nc,2023-05-04 15:25:34.702851072,2023-05-04 15:26:08.334663936,38
S1A_EW_GRDM_1SDH_20230504T123458_20230504T123558_048384_05D1CE_C435,2023-05-04 12:34:58,2023-05-04 12:35:58,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230504T123458_20230504T123558_048384_05D1CE_C435.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230504T134456_20230504T134708_E001.nc,2023-05-04 13:45:33.407652992,2023-05-04 13:45:41.584998912,10
S1A_EW_GRDM_1SDH_20230504T123354_20230504T123458_048384_05D1CE_5E6C,2023-05-04 12:33:54,2023-05-04 12:34:58,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230504T123354_20230504T123458_048384_05D1CE_5E6C.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230504T134456_20230504T134708_E001.nc,2023-05-04 13:45:42.493632000,2023-05-04 13:46:59.664374016,86
S1A_EW_GRDM_1SDH_20230503T151109_20230503T151209_048371_05D160_3578,2023-05-03 15:11:09,2023-05-03 15:12:09,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230503T151109_20230503T151209_048371_05D160_3578.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230503T161159_20230503T161545_E001.nc,2023-05-03 16:15:23.846179072,2023-05-03 16:15:38.385009024,17
S1A_EW_GRDM_1SDH_20230503T151005_20230503T151109_048371_05D160_BE0E,2023-05-03 15:10:05,2023-05-03 15:11:09,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230503T151005_20230503T151109_048371_05D160_BE0E.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230503T161159_20230503T161545_E001.nc,2023-05-03 16:15:39.293751936,2023-05-03 16:16:22.012297984,48
S1A_EW_GRDM_1SDH_20230503T115300_20230503T115404_048369_05D151_6688,2023-05-03 11:53:00,2023-05-03 11:54:04,https://datapool.asf.alaska.edu/GRD_MD/SA/S1A_EW_GRDM_1SDH_20230503T115300_20230503T115404_048369_05D151_6688.zip,E:\NWP\CS2\2023\CS_OFFL_SIR_SIN_2__20230503T125616_20230503T125840_E001.nc,2023-05-03 12:56:57.121608960,2023-05-03 12:57:56.998779008,67
